place,mag
"Whitestone, Alaska",1.2
"Coquimbo, Chile",4.6
"Kermadec Islands, New Zealand",4.9
"Pāhala, Hawaii",1.76999998
"Whites City, New Mexico",1.7
"Karluk, Alaska",-0.42
"Cobb, CA",0.8
"Kuqa, China",4.2
"Amber, Oklahoma",1.19
"Volcano Islands, Japan region",5.0
"Cobb, CA",0.96
"Maria Antonia, Puerto Rico",2.46
"Chilecito, Argentina",4.4
"Toyah, Texas",1.5
"Anderson Springs, CA",0.58
"Salcha, Alaska",1.8
"Salcha, Alaska",1.9
"Port-Vila, Vanuatu",6.3
"Cantwell, Alaska",1.7
"Denali National Park, Alaska",2.0
"Kelly, Wyoming",1.86
"Aykol, China",4.3
"Geysers, CA",0.93
"Geysers, CA",1.01
"Karluk, Alaska",0.02
"Kyzyl-Suu, Kyrgyzstan",4.5
"Cobb, CA",0.5
"Lake Minchumina, Alaska",2.4
"Searles Valley, CA",0.97
"Geysers, CA",1.54
"Nelchina, Alaska",1.7
"Salcha, Alaska",1.5
"Indian Springs, Nevada",-0.5
"Salcha, Alaska",1.2
"Mazo Cruz, Peru",4.4
"Kanosh, Utah",0.96
"Mina, Nevada",1.8
"Aykol, China",4.6
"Beaumont, CA",0.92
"Manley Hot Springs, Alaska",1.4
"Maria Antonia, Puerto Rico",2.61
"Stroud, Oklahoma",1.14
"Karluk, Alaska",1.0
"Aykol, China",4.4
"Indian Springs, Nevada",-0.1
"Salcha, Alaska",1.1
"Alamo, Nevada",0.9
"Pāhala, Hawaii",2.1099999
"Denali National Park, Alaska",1.4
"Aykol, China",4.2
"Marston, Missouri",1.78
south of the Fiji Islands,4.5
"Cantwell, Alaska",1.6
"Fountain Green, Utah",1.54
"Fountain Green, Utah",1.3
"Borrego Springs, CA",1.34
"Stanley, Idaho",1.81
"Toyah, Texas",2.0
"Chase, Alaska",1.4
"Aykol, China",4.3
"Fountain Green, Utah",1.48
"Deering, Alaska",3.0
"Insrom, Indonesia",4.4
"Glacier View, Alaska",1.6
"Ocotillo Wells, CA",1.87
"Karluk, Alaska",-0.56
"Aykol, China",4.7
"Aykol, China",4.6
"Salcha, Alaska",1.2
"Kanarraville, Utah",1.43
"Kyzyl-Suu, Kyrgyzstan",4.9
"Ashford, Washington",1.0
"Holtville, CA",1.87
"Geysers, CA",0.49
"Niarada, Montana",0.72
"Pāhala, Hawaii",2.05999994
"Salcha, Alaska",1.5
"Pāhala, Hawaii",2.66
"Geysers, CA",0.96
"Lake Isabella, CA",0.84
"Nelchina, Alaska",1.8
"Cobb, CA",0.21
"Cobb, CA",0.68
"Toyah, Texas",1.9
"Geysers, CA",0.79
"Ocotillo Wells, CA",1.01
"Aykol, China",4.4
"Pāhala, Hawaii",2.23
"Pāhala, Hawaii",2.05
"Beatty, Nevada",0.6
"Indian Springs, Nevada",0.2
"Geysers, CA",1.12
"Fontana, CA",0.71
"Salcha, Alaska",1.8
"Petersville, Alaska",1.7
"Salcha, Alaska",1.4
"Salcha, Alaska",2.0
"Imperial, CA",1.54
"Indios, Puerto Rico",2.65
"Petersville, Alaska",1.7
"Hollister, CA",1.07
"Toyah, Texas",1.8
"Pāhala, Hawaii",1.86000001
"Klamath, CA",4.33
"Denali National Park, Alaska",1.5
"False Pass, Alaska",1.4
"Egegik, Alaska",1.8
"Harding-Birch Lakes, Alaska",0.8
"Pāhala, Hawaii",1.73000002
"Toyah, Texas",1.6
"Geysers, CA",1.07
"Palomar Observatory, CA",0.94
"Coquimbo, Chile",4.3
"Yorba Linda, CA",1.55
"McCarthy, Alaska",1.0
"Geysers, CA",0.95
"Floriston, California",0.3
"Beatty, Nevada",0.1
"North Pole, Alaska",1.1
"Sterling, Alaska",2.8
"Central, Alaska",1.6
"Pāhala, Hawaii",1.51
"Salcha, Alaska",1.4
"Izu Islands, Japan region",4.6
"Velma, Oklahoma",1.87
"Beatty, Nevada",-0.1
"Aykol, China",4.5
"Pedro Bay, Alaska",-0.67
"Beatty, Nevada",1.6
"Pāhala, Hawaii",1.94000006
"Kyzyl-Suu, Kyrgyzstan",4.2
"Fakfak, Indonesia",4.9
southeast of Easter Island,5.4
"Aykol, China",4.7
"Tehachapi, CA",1.36
"Ak-Suu, Kyrgyzstan",4.5
"Harding-Birch Lakes, Alaska",1.1
"Petersville, Alaska",1.6
"Bay Point, CA",1.66
"Karluk, Alaska",-0.48
"Indios, Puerto Rico",2.56
"Salcha, Alaska",2.6
"Indios, Puerto Rico",3.0
"Cantwell, Alaska",1.4
"Miches, Dominican Republic",3.52
"Parkfield, CA",1.14
"Denali National Park, Alaska",1.9
"Furnace Creek, California",0.4
"Toyah, Texas",2.4
"Geysers, CA",1.37
"Pāhala, Hawaii",2.04999995
"Indian Springs, Nevada",0.1
"Volcano, Hawaii",1.98
"Kyzyl-Suu, Kyrgyzstan",4.3
"Pāhala, Hawaii",1.94000006
"Toyah, Texas",1.6
"Kernville, CA",1.31
"Aykol, China",3.9
"Ak-Suu, Kyrgyzstan",4.0
"Toyah, Texas",2.2
"Aykol, China",5.4
"Salcha, Alaska",0.9
"Indian Springs, Nevada",1.1
"Houma, Tonga",4.1
"Indian Springs, Nevada",-0.2
"Toyah, Texas",2.0
"Whites City, New Mexico",2.1
"Arcadia, Oklahoma",1.15
"Niland, CA",1.29
"Toyah, Texas",2.3
"Toyah, Texas",1.2
"Cruz Bay, U.S. Virgin Islands",3.72
"Pope-Vannoy Landing, Alaska",2.0
"Geysers, CA",0.74
"Piru, CA",1.39
"Cobb, CA",0.22
"Ridgecrest, CA",1.44
"Kyzyl-Suu, Kyrgyzstan",4.6
"Petrolia, CA",1.34
"Cantwell, Alaska",1.3
"Salcha, Alaska",0.8
"Kyzyl-Suu, Kyrgyzstan",4.8
"Salcha, Alaska",0.9
"Yakutat, Alaska",2.2
"Whites City, New Mexico",1.9
"Pacheco, CA",1.26
"Shandon, CA",1.7
"Karluk, Alaska",0.33
"Sutcliffe, Nevada",0.2
"Aykol, China",5.6
"Kernville, CA",0.81
"Cobb, CA",0.76
"Unalaska, Alaska",1.06
"Aykol, China",4.5
"Skwentna, Alaska",2.5
"Kyzyl-Suu, Kyrgyzstan",4.3
"Geysers, CA",0.58
"Nelchina, Alaska",1.6
"Point Possession, Alaska",1.6
"Tanana, Alaska",0.9
"Aykol, China",4.4
"Coquimbo, Chile",5.3
"Alum Rock, CA",0.99
"Ridgecrest, CA",1.07
"Ridgecrest, CA",0.88
"Four Mile Road, Alaska",1.1
"Aykol, China",4.2
"Princeton, Canada",2.17
"Hermleigh, Texas",2.1
"Sitka, Alaska",2.44
"Kyzyl-Suu, Kyrgyzstan",4.1
"Champerico, Guatemala",4.5
"Borrego Springs, CA",1.17
"Pedro Bay, Alaska",-0.4
"Salcha, Alaska",0.9
"Salamatof, Alaska",-0.41
"Carnelian Bay, California",0.7
"Geysers, CA",0.79
"Geysers, CA",1.09
"Champerico, Guatemala",4.6
"Carnelian Bay, California",0.9
"Cobb, CA",0.67
"Aykol, China",5.2
"Karluk, Alaska",-0.59
"Aykol, China",4.5
"Cobb, CA",1.32
"Ridgecrest, CA",0.68
"Aykol, China",4.9
"Karluk, Alaska",-0.39
"Boron, CA",1.46
"Aykol, China",4.9
"Delta, B.C., MX",2.59
"Neah Bay, Washington",2.6
"Aykol, China",4.9
"Lake Pillsbury, CA",1.9
"Maricopa, CA",1.34
"Nikolski, Alaska",0.61
"Logan, Montana",0.89
"Karluk, Alaska",0.41
"Morgan Hill, CA",1.56
"Alamo, Nevada",1.0
"Aykol, China",5.5
"Geysers, CA",1.66
"Nanwalek, Alaska",2.3
"Ugashik, Alaska",2.5
"Toyah, Texas",1.7
"Piedecuesta, Colombia",4.8
"Nelchina, Alaska",2.3
"Yakutat, Alaska",3.5
"Petersville, Alaska",2.6
"Beluga, Alaska",2.8
"Pahrump, Nevada",-0.1
"Kyzyl-Suu, Kyrgyzstan",5.0
"Aykol, China",5.5
"Salcha, Alaska",2.1
"Pedro Bay, Alaska",-0.41
"Aykol, China",5.1
"Salcha, Alaska",0.6
"Kyzyl-Suu, Kyrgyzstan",5.8
"King Salmon, Alaska",0.19
"Aykol, China",7.0
"False Pass, Alaska",3.0
"Geysers, CA",0.76
"Salcha, Alaska",1.3
"Toyah, Texas",2.8
"Loma Linda, CA",1.05
"Cobb, CA",1.91
"Denali National Park, Alaska",1.3
"Denali National Park, Alaska",1.9
"Boron, CA",1.58
"Anchorage, Alaska",1.9
Carlsberg Ridge,5.4
"Salcha, Alaska",0.8
"Nanao, Japan",4.4
"Toyah, Texas",0.3
"Esquimalt, Canada",0.64
"Central, Alaska",1.4
"Little Lake, CA",0.78
"Happy Valley, Alaska",2.0
"Geysers, CA",0.93
"Toyah, Texas",1.8
"Calimesa, CA",1.09
"Waingapu, Indonesia",4.6
"Salcha, Alaska",1.4
"Karluk, Alaska",0.38
"Chase, Alaska",1.4
"Point MacKenzie, Alaska",1.8
"Salcha, Alaska",1.7
"Perryville, Alaska",1.32
"Honaunau-Napoopoo, Hawaii",2.99
"Little Lake, CA",1.03
"Amber, Oklahoma",1.11
"Salcha, Alaska",1.2
"Ackerly, Texas",1.7
"Silver Peak, Nevada",1.4
"Cobb, CA",0.99
"Velma, Oklahoma",2.48
"Delta Junction, Alaska",1.4
"Oso, Washington",1.48
"Kokhanok, Alaska",2.3
"Salcha, Alaska",2.5
"Geysers, CA",0.44
"Silver Peak, Nevada",1.1
"Salcha, Alaska",1.0
"Pāhala, Hawaii",2.24
"Orocovis, Puerto Rico",2.65
"Toyah, Texas",1.5
"Julian, CA",1.48
"Salcha, Alaska",1.9
"Volcano, Hawaii",1.88
"Ackerly, Texas",1.6
"Toyah, Texas",2.2
"Houma, Tonga",5.3
"Happy Valley, Alaska",2.0
"Hermleigh, Texas",2.2
"Lima, Montana",0.83
"Amber, Oklahoma",0.88
"Ackerly, Texas",2.4
"Karluk, Alaska",0.24
"Floriston, California",1.1
"Little Lake, CA",1.0
"Hermleigh, Texas",2.7
"Yakutat, Alaska",1.8
"Crucecita, Mexico",4.2
"Cobb, CA",0.88
"Amber, Oklahoma",1.79
"Chitina, Alaska",1.2
"Geysers, CA",0.65
"Julian, CA",0.91
"Whites City, New Mexico",1.8
"La Tirana, Chile",4.9
"Salcha, Alaska",1.1
"Whites City, New Mexico",1.5
"Indian Springs, Nevada",-0.2
"Volcano, Hawaii",1.86000001
"Beluga, Alaska",2.3
"Sun Valley, Nevada",0.7
"Ackerly, Texas",2.0
"Sarangani, Philippines",4.7
"Stanley, Idaho",2.1
"Geysers, CA",0.77
"Ocotillo Wells, CA",0.76
"Lake Pillsbury, CA",1.78
"Salcha, Alaska",1.4
"Geysers, CA",0.28
"False Pass, Alaska",1.34
"Salcha, Alaska",1.9
"Salcha, Alaska",1.3
"Amber, Oklahoma",0.95
"Mammoth Lakes, CA",0.7
"Paxson, Alaska",1.6
"Indian Springs, Nevada",0.4
"Ridgecrest, CA",1.02
"Volcano, Hawaii",1.83
"Tatitlek, Alaska",1.6
"Warner Springs, CA",0.45
"Big Lake, Alaska",1.7
"Amber, Oklahoma",1.63
"Karluk, Alaska",-0.89
"Salcha, Alaska",1.6
"Amber, Oklahoma",1.08
"Whites City, New Mexico",1.4
"Niarada, Montana",0.64
"Sitka, Alaska",-0.26
"Reno, Nevada",0.6
"Volcano, Hawaii",1.92999995
"Alamo, Nevada",1.2
"Geysers, CA",1.18
"Indian Springs, Nevada",-0.3
"Cobb, CA",0.61
"Toyah, Texas",1.7
"Cloverdale, CA",1.53
"Salcha, Alaska",1.1
"Mammoth Lakes, CA",0.88
"False Pass, Alaska",1.53
"Dutch Harbor, Alaska",1.05
"Geysers, CA",1.21
"Pāhala, Hawaii",2.25
"Pedro Bay, Alaska",-0.53
"Salcha, Alaska",1.1
"Glacier, Washington",1.17
"Geysers, CA",0.72
"Island Park, Idaho",1.01
"Fallon Station, Nevada",0.4
"Sumberpucung, Indonesia",4.7
"Guánica, Puerto Rico",2.47
"Borrego Springs, CA",0.21
"Julian, CA",0.61
"Salcha, Alaska",1.1
"Geysers, CA",1.33
"Whites City, New Mexico",1.7
"Whites City, New Mexico",1.6
"Pāhala, Hawaii",2.44
"Denali National Park, Alaska",1.4
"Paxson, Alaska",1.8
"Searles Valley, CA",0.82
"Salcha, Alaska",1.1
"Lytle Creek, CA",1.49
"Canyondam, California",1.7
"Pāhala, Hawaii",2.22
"Edmonds, Washington",1.29
"Salcha, Alaska",1.4
"Anza, CA",0.39
"Ridgeway, Alaska",1.6
"Pāhala, Hawaii",1.80999994
"Cobb, CA",1.18
"Cantwell, Alaska",1.8
"Susitna North, Alaska",2.0
"Ridgecrest, CA",0.92
"Brawley, CA",1.43
"Idyllwild, CA",0.5
"Idyllwild, CA",0.39
"Karluk, Alaska",-0.19
"Yakutat, Alaska",2.9
"Lívingston, Guatemala",4.0
"Herlong, California",0.6
"Susitna North, Alaska",3.2
"Coalinga, CA",2.43
"Glennallen, Alaska",1.4
"Beaver, Utah",0.58
"Oromocto, Canada",2.0
"Toyah, Texas",2.4
"Shandon, CA",1.74
"Morgan Hill, CA",0.85
"Salcha, Alaska",1.2
"Fishhook, Alaska",1.4
"Aksu, China",5.1
"Soda Springs, Idaho",2.5
"Geysers, CA",1.1
"Geysers, CA",1.48
"Niarada, Montana",0.7
"Waingapu, Indonesia",4.4
"Dutch Harbor, Alaska",0.25
"Waingapu, Indonesia",5.0
"Julian, CA",1.29
"Amber, Oklahoma",1.01
"Samaná, Dominican Republic",4.0
"Salcha, Alaska",1.2
"Toyah, Texas",1.5
"Hamilton City, CA",2.33
"Levuka, Fiji",4.3
"Big Lake, Alaska",1.7
"Abra Pampa, Argentina",4.3
"Beatty, Nevada",0.1
"Beatty, Nevada",-0.1
"New Idria, CA",1.92
"Sun Valley, Nevada",0.6
"Geysers, CA",1.42
"Salcha, Alaska",1.6
"Ackerly, Texas",3.0
"Pāhala, Hawaii",2.0
"Ridgecrest, CA",1.32
"Geysers, CA",1.35
"Ocotillo Wells, CA",0.63
"Anchorage, Alaska",1.8
"Salcha, Alaska",1.7
"Twain, CA",2.15
"Salcha, Alaska",1.3
"Yakutat, Alaska",1.4
"Olancha, CA",0.92
"Salcha, Alaska",1.2
"Salcha, Alaska",1.5
"Mina, Nevada",1.3
"Salcha, Alaska",1.7
"Salcha, Alaska",0.9
"Sitka, Alaska",-0.11
"Leilani Estates, Hawaii",2.13
"Valdez, Alaska",1.8
"Four Mile Road, Alaska",1.3
"Geysers, CA",1.42
"Salcha, Alaska",0.8
"Alamo, Nevada",1.1
"Nelchina, Alaska",1.6
"Mammoth Lakes, CA",0.99
"Fox, Alaska",1.1
"Ackerly, Texas",3.5
"Ackerly, Texas",3.4
"Karluk, Alaska",0.28
"Karluk, Alaska",0.18
"Brawley, CA",1.35
"Nelchina, Alaska",1.6
"Yucca Valley, CA",0.79
"Yucca Valley, CA",0.83
"Cobb, CA",0.94
"Beatty, Nevada",-0.1
"Whites City, New Mexico",1.4
"Salcha, Alaska",2.4
"Indian Springs, Nevada",-0.5
"Prospect, Oregon",1.5
"Cobb, CA",1.02
"Salcha, Alaska",1.2
"Yonakuni, Japan",4.5
"Geysers, CA",0.58
"Caraway, Arkansas",1.65
"Cobb, CA",1.24
"Geysers, CA",0.3
"Beaver, Utah",0.96
"Prospect, Oregon",1.68
"Salcha, Alaska",1.2
"Salcha, Alaska",1.2
"Petersville, Alaska",1.6
"Ridgecrest, CA",1.51
"Lluveras, Puerto Rico",2.47
"Salcha, Alaska",1.1
"Geysers, CA",1.14
"Geysers, CA",0.56
"Denali Park, Alaska",1.7
"Challis, Idaho",1.52
"Ashford, Washington",0.4
"Yucca Valley, CA",1.22
"Harding-Birch Lakes, Alaska",1.3
"Badger, Alaska",0.7
"Volcano, Hawaii",1.83
"Pāhala, Hawaii",1.68
"Salcha, Alaska",1.4
"Salcha, Alaska",1.4
"Miyako, Japan",4.7
"Mammoth Lakes, CA",-0.12
"Harding-Birch Lakes, Alaska",1.6
"Pāhala, Hawaii",1.88999999
"Harding-Birch Lakes, Alaska",1.2
"Borrego Springs, CA",1.84
"Malaga, New Mexico",2.6
"Chase, Alaska",1.9
"Marysville, Montana",0.99
"Salcha, Alaska",1.1
"Lincoln, Montana",1.26
"Ridgecrest, CA",1.84
"Cantwell, Alaska",1.5
"Big Lake, Alaska",2.1
"Geysers, CA",1.23
"Velma, Oklahoma",1.73
"Anderson Springs, CA",1.33
"Velma, Oklahoma",1.35
"McCarthy, Alaska",1.4
"Topaz, California",1.5
"Salcha, Alaska",1.4
"Cobb, CA",0.38
"Challis, Idaho",2.37
"Tres Pinos, CA",1.43
"Geysers, CA",0.73
"Pāhala, Hawaii",1.71
"Skwentna, Alaska",1.6
"Salcha, Alaska",1.3
"Bagalangit, Philippines",4.4
"Pāhala, Hawaii",2.26999998
"Condon, Montana",1.1
"Lucien, Oklahoma",1.23
"Stanton, Texas",1.5
"Salcha, Alaska",1.7
"Salcha, Alaska",1.6
"Anza, CA",0.31
"Sitka, Alaska",0.32
"Gateway, Alaska",1.7
"Salcha, Alaska",1.1
"Anza, CA",0.75
"Anza, CA",1.28
"Qarah Bāgh, Afghanistan",4.5
"Idyllwild, CA",0.99
"Big Lake, Alaska",1.8
"Fall City, Washington",1.15
"Borrego Springs, CA",0.95
"San Antonio, Chile",4.6
"San Antonio, Chile",5.1
"Salcha, Alaska",1.1
"Geysers, CA",1.14
"Salcha, Alaska",1.3
"Jordán, Colombia",5.2
"Solina, Bosnia and Herzegovina",2.8
"Geysers, CA",1.1
"Ashford, Washington",0.02
"Volcano, Hawaii",2.7
"Ocotillo Wells, CA",1.03
"Ocotillo Wells, CA",1.43
"Toms Place, CA",1.45
"Ackerly, Texas",3.3
"Geysers, CA",1.28
"Velma, Oklahoma",1.53
"Pāhala, Hawaii",1.91999996
"Toyah, Texas",1.7
"Benicia, CA",0.45
"Howell, Utah",1.35
"Denali National Park, Alaska",2.1
"Harding-Birch Lakes, Alaska",1.1
"Toyah, Texas",1.7
"Sitka, Alaska",-0.08
"Leilani Estates, Hawaii",1.26
"Geysers, CA",0.44
"Silos, Montana",1.18
"Searles Valley, CA",2.61
"Pāhala, Hawaii",1.48
"Salcha, Alaska",1.2
"Karluk, Alaska",1.7
"Susitna North, Alaska",2.0
"Cantwell, Alaska",1.7
"Marysville, Montana",0.09
"Geysers, CA",1.29
"Round Valley, CA",1.51
"Borrego Springs, CA",0.84
"Salcha, Alaska",1.3
"Geysers, CA",1.15
"Searles Valley, CA",0.46
"Karluk, Alaska",0.22
"Lytle Creek, CA",1.39
"Geysers, CA",1.03
"Ninilchik, Alaska",-0.14
"Palomas, Puerto Rico",3.46
"Salcha, Alaska",1.8
"Idyllwild, CA",0.4
"Guayanilla, Puerto Rico",2.74
"Salcha, Alaska",1.6
"Garnet, CA",1.0
"Anderson Springs, CA",1.74
"Guayanilla, Puerto Rico",2.36
"Velma, Oklahoma",1.68
"Floriston, California",1.1
"Salcha, Alaska",1.5
"Denali National Park, Alaska",1.4
"Marysville, Montana",0.75
"Madang, Papua New Guinea",4.8
"Denali National Park, Alaska",1.5
"Walker, California",1.5
"Chiniak, Alaska",2.8
"Kelly, Wyoming",0.94
"Badger, Alaska",1.0
"Anderson Springs, CA",1.74
"Anderson Springs, CA",1.75
"Toyah, Texas",1.4
"Alamo, Nevada",0.6
"Alamo, Nevada",3.1
"Indian Springs, Nevada",-0.3
"Geysers, CA",1.15
"Ackerly, Texas",2.1
"Ocotillo Wells, CA",0.75
"Salcha, Alaska",1.5
"Pedro Bay, Alaska",-0.38
"Pedro Bay, Alaska",2.2
"Cantwell, Alaska",2.8
"Toyah, Texas",1.7
"Dutch Harbor, Alaska",0.3
"Toyah, Texas",1.5
"Toyah, Texas",1.5
"Toyah, Texas",1.6
"Charlotte Amalie, U.S. Virgin Islands",3.68
"Beatty, Nevada",0.3
"Government Camp, Oregon",0.52
"Government Camp, Oregon",0.55
"Borrego Springs, CA",0.78
"Funny River, Alaska",1.7
"Salcha, Alaska",2.0
"Tallaboa, Puerto Rico",3.33
"Indian Springs, Nevada",-0.1
"Karluk, Alaska",0.45
"Harding-Birch Lakes, Alaska",1.2
"Geysers, CA",0.74
"Palca, Peru",4.4
"Leilani Estates, Hawaii",1.91
"Lospalos, Timor Leste",4.5
"Brawley, CA",1.46
"Sand Point, Alaska",3.7
"Ocotillo Wells, CA",1.34
"Pāhala, Hawaii",1.84000003
"Sitka, Alaska",0.28
"Salcha, Alaska",2.1
"Petersville, Alaska",1.6
"Cardwell, Montana",0.17
"Meno, Oklahoma",1.28
"Salcha, Alaska",1.3
"Salcha, Alaska",1.0
"Salcha, Alaska",1.5
"Shasta Lake, CA",1.43
"Velma, Oklahoma",1.24
"Velma, Oklahoma",1.66
"Harding-Birch Lakes, Alaska",1.5
"Pedro Bay, Alaska",1.8
"Little Lake, CA",0.98
"Salcha, Alaska",1.5
"Knik, Alaska",1.6
"Salcha, Alaska",1.2
"Salcha, Alaska",2.0
"Pahrump, Nevada",-0.2
"Velma, Oklahoma",1.59
"Floriston, California",0.2
"Indian Springs, Nevada",-0.2
"Floriston, California",1.2
"Volcano, Hawaii",0.61
"Geysers, CA",0.99
"Salcha, Alaska",1.4
"Marshall, Oklahoma",1.06
"Indian Springs, Nevada",-0.3
"Pāhala, Hawaii",1.88999999
"Toyah, Texas",1.7
"Sitka, Alaska",0.48
"Geysers, CA",0.66
"Salcha, Alaska",1.5
"Chickaloon, Alaska",1.3
"Skwentna, Alaska",2.1
"Walker, California",1.7
"Kobuk, Alaska",3.4
"Salcha, Alaska",1.6
"Salcha, Alaska",1.7
"Cushing, Oklahoma",1.66
"Velma, Oklahoma",2.3
"Cobb, CA",1.31
"Redlands, CA",0.77
"Velma, Oklahoma",1.32
"Karluk, Alaska",0.91
"Marshall, Oklahoma",1.37
"Petropavlovsk-Kamchatsky, Russia",4.9
"Big Lake, Alaska",1.7
"Toyah, Texas",1.8
"Geysers, CA",1.29
"Pawnee, Oklahoma",0.88
"Arcadia, Oklahoma",1.38
"Velma, Oklahoma",1.98
"Karluk, Alaska",0.6
"Karluk, Alaska",-0.05
"Fontana, CA",0.63
"Fontana, CA",0.83
"Geysers, CA",0.8
"Salcha, Alaska",1.4
"Alamo, Nevada",1.1
"Salcha, Alaska",1.5
"Floriston, California",0.5
"Cobb, CA",0.9
"Anchorage, Alaska",1.6
"Salcha, Alaska",1.4
"Black Point-Green Point, CA",2.35
"Volcano, Hawaii",1.95
"Nanwalek, Alaska",2.6
"Salcha, Alaska",0.9
"Karluk, Alaska",-0.15
"Kobuk, Alaska",3.2
"San Simeon, CA",1.67
"Ackerly, Texas",1.7
"Pawnee, Oklahoma",1.24
"Nanwalek, Alaska",2.1
"Geysers, CA",0.84
"Happy Valley, Alaska",1.7
"Volcano, Hawaii",2.17
"Volcano, Hawaii",1.86
"Toyah, Texas",2.2
"Geysers, CA",1.09
"Salcha, Alaska",1.2
"El Bolsón, Argentina",4.5
"Susitna North, Alaska",1.4
"Fremont, CA",1.11
"Cobb, CA",1.05
"Toyah, Texas",1.6
"Salcha, Alaska",2.5
"Toyah, Texas",1.5
"San Antonio de los Cobres, Argentina",5.4
"Stanley, Idaho",2.03
"Ucluelet, Canada",2.34
"Brewerton, New York",1.8
"Guánica, Puerto Rico",2.49
"Houma, Tonga",4.3
"Salcha, Alaska",0.7
"Boca de Yuma, Dominican Republic",4.11
"Sutcliffe, Nevada",0.4
"Toyah, Texas",2.1
"Glacier View, Alaska",2.0
"Tehachapi, CA",0.95
"Floriston, California",1.0
"Yakutat, Alaska",1.5
"McCarthy, Alaska",1.2
"Anza, CA",0.54
"Julian, CA",1.1
"Anza, CA",1.06
"Glacier View, Alaska",1.4
"Salcha, Alaska",1.6
"Salcha, Alaska",1.7
"Toyah, Texas",2.5
"Salcha, Alaska",1.9
"Denali Park, Alaska",1.6
"Volcano, Hawaii",1.91999996
"Salcha, Alaska",1.0
"Karluk, Alaska",-0.12
"Toyah, Texas",2.0
"Salcha, Alaska",1.6
"Talkeetna, Alaska",1.8
"Guánica, Puerto Rico",2.91
"Salcha, Alaska",1.6
"Chenega, Alaska",1.5
"Fox, Alaska",1.6
"Salcha, Alaska",1.6
"Ridgecrest, CA",0.51
"Karluk, Alaska",-0.1
"Salcha, Alaska",1.3
"Salcha, Alaska",0.8
"Dacoma, Oklahoma",1.66
"Ridgecrest, CA",0.86
"Kasilof, Alaska",1.5
"Anderson Springs, CA",0.8
"East Quincy, California",1.7
"Lake Henshaw, CA",0.85
"Salcha, Alaska",1.9
"Yakutat, Alaska",1.0
"Ridgecrest, CA",1.21
"Salcha, Alaska",0.7
"Cobb, CA",0.75
"Salamatof, Alaska",1.6
"Karluk, Alaska",-0.57
"Fern Forest, Hawaii",2.03
"Cardston, Canada",2.8
"Salcha, Alaska",1.0
Southwest Indian Ridge,6.2
"Yakutat, Alaska",3.5
"Mammoth Lakes, CA",0.25
"Geysers, CA",1.04
"False Pass, Alaska",1.38
"Cobb, CA",0.46
"Monahans, Texas",2.6
"False Pass, Alaska",1.38
"Borrego Springs, CA",1.35
"Tarauacá, Brazil",6.6
"Salcha, Alaska",0.7
"Unalaska, Alaska",2.0
"Susitna North, Alaska",1.3
"Lincoln, Montana",0.74
"Ocotillo Wells, CA",2.52
"Fall City, Washington",2.05
"Sand Point, Alaska",2.9
"Sand Point, Alaska",2.7
"Valdez, Alaska",1.7
"Sand Point, Alaska",2.9
"Khorugh, Tajikistan",4.0
"Salcha, Alaska",1.1
"Salcha, Alaska",0.8
"Talkeetna, Alaska",1.1
"McCarthy, Alaska",2.1
"Four Mile Road, Alaska",1.1
"Salcha, Alaska",0.9
"Pāhala, Hawaii",1.77999997
"Toyah, Texas",2.0
"Ferry, Alaska",1.3
"Cobb, CA",0.62
"Kettleman City, CA",1.99
"Salcha, Alaska",0.7
"Ludlow, CA",1.18
"Salcha, Alaska",1.3
"Edmond, Oklahoma",1.55
"San Antonio de los Cobres, Argentina",4.2
"Cantwell, Alaska",1.3
"Tehachapi, CA",1.13
"Toms Place, CA",0.23
"Floriston, California",1.1
"Kobuk, Alaska",2.9
"Salcha, Alaska",0.9
"Salcha, Alaska",0.8
"Pinnacles, CA",1.72
"Borrego Springs, CA",0.97
"Kasilof, Alaska",1.4
"Salcha, Alaska",0.8
"Salcha, Alaska",1.0
"Kobuk, Alaska",2.2
"Salcha, Alaska",0.7
"Kasilof, Alaska",1.4
"Teller, Alaska",1.9
"Salcha, Alaska",1.3
"Salcha, Alaska",1.1
"Susitna North, Alaska",1.6
"Salcha, Alaska",0.7
"Palomar Observatory, CA",0.79
"Salcha, Alaska",1.0
"Yucca Valley, CA",0.73
"Velma, Oklahoma",1.82
"Nanwalek, Alaska",1.9
"Happy Valley, Alaska",1.8
"Cantwell, Alaska",1.2
"Yucca Valley, CA",1.01
"Salcha, Alaska",1.3
"Salcha, Alaska",0.9
"Borrego Springs, CA",0.76
"Borrego Springs, CA",1.13
"Salcha, Alaska",0.9
"Borrego Springs, CA",3.07
"Volcano, Hawaii",1.98000002
"Borrego Springs, CA",3.19
"Tatitlek, Alaska",1.7
"Salcha, Alaska",1.0
"Pedro Bay, Alaska",-0.73
"Geysers, CA",1.04
"Nikolski, Alaska",2.8
"Kokhanok, Alaska",2.0
"Geysers, CA",1.11
"McCarthy, Alaska",0.9
"Salcha, Alaska",0.8
"San Jacinto, CA",0.92
"Alamo, Nevada",1.2
"Salcha, Alaska",1.1
"Salcha, Alaska",0.7
"Point Possession, Alaska",1.3
"Petersville, Alaska",1.4
"Stanton, Texas",2.3
"Salcha, Alaska",1.1
"Woodside, CA",1.47
"Velma, Oklahoma",1.71
"Salcha, Alaska",1.0
"Point MacKenzie, Alaska",1.3
